"","Tubelabel_species","Health_Status","Date_Extracted","Raw_ng_ul","Extraction_physical_location","Date_Enriched","Microbe_Location","colony"
"183","062024_BEL_CBC_T3_1439_OFAV ","Healthy","1_13_2025","52.6","UML_NARWHAL_R2_B15","","","3_66"
"184","062024_BEL_CBC_T3_1442_OFAV","Healthy","1_13_2025","71.4","UML_NARWHAL_R2_B15","","","3_39"
"185","062024_BEL_CBC_T3_1445_SSID","Healthy","1_13_2025","86.6","UML_NARWHAL_R2_B15","","","3_33"
"186","062024_BEL_CBC_T3_1448_PAST","Healthy","1_13_2025","35","UML_NARWHAL_R2_B15","","","3_34"
"187","062024_BEL_CBC_T4_1458_MCAV","Healthy","1_13_2025","20.6","UML_NARWHAL_R2_B15","","","4_30"
"188","062024_BEL_CBC_T4_1461_OFAV","Healthy","12_5_2024","25.5","UML_NARWHAL_R2_B15","","","4_78"
"189","062024_BEL_CBC_T4_1464_MCAV","Healthy","12_5_2024","6.74","UML_NARWHAL_R2_B15","","","4_76"
"190","062024_BEL_CBC_T4_1467_MCAV","Healthy","1_13_2025","21.8","UML_NARWHAL_R2_B15","","","4_28"
"191","062024_BEL_CBC_T4_1470_PSTR","Healthy","1_13_2025","21.4","UML_NARWHAL_R2_B15","","","4_98"
"192","062024_BEL_CBC_T4_1473_PSTR","Healthy","1_13_2025","10","UML_NARWHAL_R2_B15","","","4_79"
"193","082024_BEL_CBC_T1_1479_PAST","Healthy","1_14_2025","62.6","UML_NARWHAL_R2_B15","","","1_2"
"194","082024_BEL_CBC_T1_1480_SSID","Healthy","1_14_2025","43.6","UML_NARWHAL_R2_B15","","","1_3"
"195","082024_BEL_CBC_T1_1481_PSTR","Healthy","1_14_2025","45.8","UML_NARWHAL_R2_B15","","","1_12"
"196","082024_BEL_CBC_T1_1482_OANN","Healthy","1_14_2025","15.9","UML_NARWHAL_R2_B15","","","1_25"
"197","082024_BEL_CBC_T1_1483_MCAV","Healthy","1_14_2025","58.4","UML_NARWHAL_R2_B15","","","1_24"
"198","082024_BEL_CBC_T2_1507_OFAV","Healthy","1_14_2025","55.6","UML_NARWHAL_R2_B15","","","2_76"
"199","082024_BEL_CBC_T2_1508_SSID","Healthy","1_14_2025","39.6","UML_NARWHAL_R2_B15","","","2_73"
"200","082024_BEL_CBC_T2_1509_SSID","Healthy","1_14_2025","60.8","UML_NARWHAL_R2_B15","","","2_72"
"201","082024_BEL_CBC_T2_1510_PAST","Healthy","1_14_2025","31.6","UML_NARWHAL_R2_B15","","","2_68"
"202","082024_BEL_CBC_T2_1511_SSID","Healthy","1_14_2025","96.2","UML_NARWHAL_R2_B15","","","2_99"
"203","082024_BEL_CBC_T2_1512_PAST","Healthy","1_14_2025","57.6","UML_NARWHAL_R2_B15","","","2_63"
"204","082024_BEL_CBC_T2_1513_PAST","Healthy","1_14_2025","80.8","UML_NARWHAL_R2_B15","","","2_57"
"205","082024_BEL_CBC_T2_1514_MCAV","Healthy","1_14_2025","98.8","UML_NARWHAL_R2_B15","","","2_55"
"206","082024_BEL_CBC_T2_1515_MCAV","Healthy","1_14_2025","RECHECK","UML_NARWHAL_R2_B15","","","2_60"
"207","082024_BEL_CBC_T2_1516_OFAV","Healthy","1_14_2025","RECHECK","UML_NARWHAL_R2_B15","","","2_79"
"208","082024_BEL_CBC_T2_1517_MCAV","Healthy","1_14_2025","40.8","UML_NARWHAL_R2_B15","","","2_69"
"209","082024_BEL_CBC_T3_1553_MCAV","Healthy","1_15_2025","89.8","UML_NARWHAL_R2_B15","","","3_2"
"210","082024_BEL_CBC_T3_1554_OANN","Healthy","1_15_2025","199.6","UML_NARWHAL_R2_B15","","","3_38"
"211","082024_BEL_CBC_T3_1555_SSID","Healthy","1_15_2025","11.7","UML_NARWHAL_R2_B15","","","3_5"
"212","082024_BEL_CBC_T3_1556_OFAV","Healthy","1_15_2025","110","UML_NARWHAL_R2_B15","","","3_66"
"213","082024_BEL_CBC_T3_1557_PAST","Healthy","1_15_2025","4.42","UML_NARWHAL_R2_B15","","","3_10"
"214","082024_BEL_CBC_T3_1558_MCAV","Healthy","1_15_2025","RECHECK","UML_NARWHAL_R2_B15","","","3_14"
"215","082024_BEL_CBC_T3_1559_PSTR","Healthy","1_15_2025","17.5","UML_NARWHAL_R2_B15","","","3_20"
"216","082024_BEL_CBC_T3_1560_PSTR","Healthy","1_14_2025","64.8","UML_NARWHAL_R2_B15","","","3_70"
"217","082024_BEL_CBC_T3_1561_MCAV","Healthy","1_15_2025","73.6","UML_NARWHAL_R2_B15","","","3_21"
"218","082024_BEL_CBC_T3_1562_OFAV","Healthy","1_15_2025","76","UML_NARWHAL_R2_B15","","","3_39"
"219","082024_BEL_CBC_T3_1563_SSID","Healthy","1_15_2025","RECHECK","UML_NARWHAL_R2_B15","","","3_33"
"220","082024_BEL_CBC_T3_1564_PAST","Healthy","1_15_2025","3.08","UML_NARWHAL_R2_B15","","","3_34"
"221","082024_BEL_CBC_T4_1605_MCAV","Healthy","1_15_2025","48.6","UML_NARWHAL_R2_B15","","","4_28"
"222","082024_BEL_CBC_T4_1606_PSTR","Healthy","1_15_2025","32.4","UML_NARWHAL_R2_B15","","","4_98"
"223","082024_BEL_CBC_T4_1607_PSTR","Healthy","1_15_2025","10.9","UML_NARWHAL_R2_B15","","","4_79"
"224","082024_BEL_CBC_T4_1608_MCAV","Healthy","1_15_2025","61","UML_NARWHAL_R2_B15","","","4_76"
"225","082024_BEL_CBC_T4_1609_OFAV","Healthy","1_15_2025","61.2","UML_NARWHAL_R2_B15","","","4_78"
"226","082024_BEL_CBC_T4_1610_MCAV","Healthy","1_15_2025","86","UML_NARWHAL_R2_B15","","","4_30"
"227","092023_BEL_CBC_T1_171_PAST","Healthy","11_8_2024","2.16","UML_NARWHAL_R2_B12","","","1_2"
"228","092023_BEL_CBC_T1_172_PAST","Healthy","11_8_2024","1.2","UML_NARWHAL_R2_B12","","","1_21"
"229","092023_BEL_CBC_T1_173_SSID","Healthy","11_8_2024","19.9","UML_NARWHAL_R2_B12","","","1_3"
"230","092023_BEL_CBC_T1_174_MCAV","Healthy","11_8_2024","45.4","UML_NARWHAL_R2_B12","","","1_24"
"231","092023_BEL_CBC_T1_175_PAST","Healthy","11_8_2024","0.14","UML_NARWHAL_R2_B12","","","1_13"
"232","092023_BEL_CBC_T1_175_PAST","Healthy","1_15_2025","2.3","UML_NARWHAL_R2_B15","","","1_13"
"233","092023_BEL_CBC_T1_177_PSTR","Healthy","11_8_2024","29","UML_NARWHAL_R2_B12","","","1_12"
"234","092023_BEL_CBC_T1_178_OANN","Healthy","11_8_2024","21","UML_NARWHAL_R2_B12","","","1_25"
"235","092023_BEL_CBC_T2_171_OFAV","Healthy","11_8_2024","78.8","UML_NARWHAL_R2_B12","","","2_79"
"236","092023_BEL_CBC_T2_172_OFAV","Healthy","11_8_2024","108","UML_NARWHAL_R2_B12","","","2_76"
"237","092023_BEL_CBC_T2_173_SSID","Healthy","11_8_2024","37.4","UML_NARWHAL_R2_B12","","","2_73"
"238","092023_BEL_CBC_T2_174_SSID","Healthy","11_8_2024","43.2","UML_NARWHAL_R2_B12","","","2_72"
"239","092023_BEL_CBC_T2_175_PAST","Healthy","11_8_2024","31.6","UML_NARWHAL_R2_B12","","","2_68"
"240","092023_BEL_CBC_T2_176_MCAV","Healthy","11_8_2024","46.4","UML_NARWHAL_R2_B12","","","2_69"
"241","092023_BEL_CBC_T2_179_SSID","Healthy","11_8_2024","10","UML_NARWHAL_R2_B12","","","2_99"
"242","092023_BEL_CBC_T2_181_PAST","Healthy","11_8_2024","5.5","UML_NARWHAL_R2_B12","","","2_63"
"243","092023_BEL_CBC_T2_182_PAST","Healthy","11_8_2024","8.58","UML_NARWHAL_R2_B12","","","2_57"
"244","092023_BEL_CBC_T2_183_MCAV","Healthy","11_8_2024","11.8","UML_NARWHAL_R2_B12","","","2_55"
"245","092023_BEL_CBC_T2_184_MCAV","Healthy","11_8_2024","18.9","UML_NARWHAL_R2_B12","","","2_60"
"246","092023_BEL_CBC_T3_171_OFAV","Healthy","11_12_2024","43.8","UML_NARWHAL_R2_B12","","","3_39"
"247","092023_BEL_CBC_T3_172_PSTR","Healthy","11_12_2024","168","UML_NARWHAL_R2_B12","","","3_20"
"248","092023_BEL_CBC_T3_173_OFAV","Healthy","11_12_2024","106","UML_NARWHAL_R2_B12","","","3_66"
"249","092023_BEL_CBC_T3_174_OFAV","Healthy","11_12_2024","30.2","UML_NARWHAL_R2_B12","","","3_38"
"250","092023_BEL_CBC_T3_175_MCAV","Healthy","11_12_2024","22","UML_NARWHAL_R2_B12","","","3_14"
"251","092023_BEL_CBC_T3_176_MCAV","Healthy","11_12_2024","78.8","UML_NARWHAL_R2_B12","","","3_2"
"252","092023_BEL_CBC_T3_177_SSID","Healthy","11_12_2024","16.3","UML_NARWHAL_R2_B12","","","3_5"
"253","092023_BEL_CBC_T3_178_PAST","Healthy","11_12_2024","11.1","UML_NARWHAL_R2_B12","","","3_6"
"254","092023_BEL_CBC_T3_181_PAST","Healthy","11_12_2024","10.5","UML_NARWHAL_R2_B12","","","3_10"
"255","092023_BEL_CBC_T3_182_MCAV","Healthy","11_12_2024","78.4","UML_NARWHAL_R2_B12","","","3_21"
"256","092023_BEL_CBC_T3_183_SSID","Healthy","11_12_2024","48.4","UML_NARWHAL_R2_B12","","","3_33"
"257","092023_BEL_CBC_T3_184_PAST","Healthy","11_12_2024","44.8","UML_NARWHAL_R2_B12","","","3_34"
"258","092023_BEL_CBC_T3_195_PSTR","Healthy","11_12_2024","8.52","UML_NARWHAL_R2_B12","","","3_70"
"259","092023_BEL_CBC_T4_91_MCAV","Healthy","11_12_2024","80.6","UML_NARWHAL_R2_B12","","","4_28"
"260","092023_BEL_CBC_T4_92_PSTR","Healthy","11_12_2024","4.54","UML_NARWHAL_R2_B12","","","4_98"
"261","092023_BEL_CBC_T4_93_PSTR","Healthy","11_12_2024","31.4","UML_NARWHAL_R2_B12","","","4_79"
"262","092023_BEL_CBC_T4_94_MCAV","Healthy","11_12_2024","9.32","UML_NARWHAL_R2_B12","","","4_76"
"263","092023_BEL_CBC_T4_95_OFAV","Healthy","11_12_2024","79.6","UML_NARWHAL_R2_B12","","","4_78"
"264","092023_BEL_CBC_T4_96_MCAV","Healthy","11_12_2024","16.5","UML_NARWHAL_R2_B12","","","4_30"
"265","102019_BEL_CBC_T1_29_PSTR","Healthy","5_30_2023","3.2"," UML_NARWHAL_R2_B35, UML_NARWHAL_R2_B3","10_17_2023","UML_NARWHAL_R2_B1","1_12"
"266","102019_BEL_CBC_T3_35_PSTR","Healthy","6_6_2023","30.3","UML_NARWHAL_R2_B3","10_4_2023","UML_NARWHAL_R6_B1","3_20"
"267","112023_BEL_CBC_T1_273_PAST","Healthy","11_13_2024","7.5","UML_NARWHAL_R2_B12","","","1_2"
"268","112023_BEL_CBC_T1_274_PAST","Healthy","11_13_2024","0.386","UML_NARWHAL_R2_B12","","","1_21"
"269","112023_BEL_CBC_T1_275_SSID","Healthy","11_13_2024","35","UML_NARWHAL_R2_B12","","","1_3"
"270","112023_BEL_CBC_T1_276_MCAV","Healthy","11_13_2024","11.1","UML_NARWHAL_R2_B12","","","1_24"
"271","112023_BEL_CBC_T1_277_OFAV/OANN","Healthy","11_13_2024","7.88","UML_NARWHAL_R2_B12","","","1_25"
"272","112023_BEL_CBC_T1_278_PSTR","Healthy","11_13_2024","19.5","UML_NARWHAL_R2_B12","","","1_12"
"273","112023_BEL_CBC_T2_304_OFAV","Healthy","11_13_2024","96","UML_NARWHAL_R2_B12","","","2_76"
"274","112023_BEL_CBC_T2_305_PAST","Healthy","11_13_2024","9.24","UML_NARWHAL_R2_B12","","","2_68"
"275","112023_BEL_CBC_T2_306_MCAV","Healthy","11_13_2024","32.8","UML_NARWHAL_R2_B12","","","2_69"
"276","112023_BEL_CBC_T2_307_SSID","Healthy","11_13_2024","45.4","UML_NARWHAL_R2_B12","","","2_99"
"277","112023_BEL_CBC_T2_308_PAST","Healthy","11_13_2024","12.1","UML_NARWHAL_R2_B12","","","2_63"
"278","112023_BEL_CBC_T2_309_PAST","Healthy","11_13_2024","5.92","UML_NARWHAL_R2_B12","","","2_57"
"279","112023_BEL_CBC_T2_310_MCAV","Healthy","11_13_2024","68.2","UML_NARWHAL_R2_B12","","","2_55"
"280","112023_BEL_CBC_T2_311_MCAV","Healthy","11_13_2024","47","UML_NARWHAL_R2_B12","","","2_60"
"281","112023_BEL_CBC_T2_312_OFAV","Healthy","11_13_2024","50.6","UML_NARWHAL_R2_B12","","","2_79"
"282","112023_BEL_CBC_T2_313_SSID","Healthy","11_13_2024","43.4","UML_NARWHAL_R2_B12","","","2_72"
"283","112023_BEL_CBC_T2_314_SSID","Healthy","11_13_2024","65.6","UML_NARWHAL_R2_B12","","","2_73"
"284","112023_BEL_CBC_T3_347_MCAV","Healthy","11_15_2024","10.1","UML_NARWHAL_R2_B12","","","3_2"
"285","112023_BEL_CBC_T3_348_SSID","Healthy","11_15_2024","15.2","UML_NARWHAL_R2_B12","","","3_5"
"286","112023_BEL_CBC_T3_349_PAST","Healthy","11_15_2024","5.72","UML_NARWHAL_R2_B12","","","3_6"
"287","112023_BEL_CBC_T3_350_OFAV","Healthy","11_15_2024","73.6","UML_NARWHAL_R2_B12","","","3_38"
"288","112023_BEL_CBC_T3_351_OFAV","Healthy","11_15_2024","45.2","UML_NARWHAL_R2_B12","","","3_66"
"289","112023_BEL_CBC_T3_352_PAST","Healthy","11_15_2024","9.16","UML_NARWHAL_R2_B12","","","3_10"
"290","112023_BEL_CBC_T3_353_MCAV","Healthy","11_15_2024","10.6","UML_NARWHAL_R2_B12","","","3_14"
"291","112023_BEL_CBC_T3_354_PSTR","Healthy","11_15_2024","2.34","UML_NARWHAL_R2_B12","","","3_20"
"292","112023_BEL_CBC_T3_355_PSTR","Healthy","11_15_2024","1.27","UML_NARWHAL_R2_B12","","","3_70"
"293","112023_BEL_CBC_T3_356_MCAV","Healthy","11_15_2024","67.6","UML_NARWHAL_R2_B12","","","3_21"
"294","112023_BEL_CBC_T3_357_OFAV","Healthy","11_15_2024","50.6","UML_NARWHAL_R2_B12","","","3_39"
"295","112023_BEL_CBC_T3_358_SSID","Healthy","11_15_2024","102","UML_NARWHAL_R2_B12","","","3_33"
"296","112023_BEL_CBC_T3_359_PAST","Healthy","11_15_2024","1.98","UML_NARWHAL_R2_B12","","","3_34"
"297","112023_BEL_CBC_T4_396_MCAV","Healthy","11_15_2024","45.8","UML_NARWHAL_R2_B12","","","4_28"
"298","112023_BEL_CBC_T4_397_PSTR","Healthy","11_15_2024","11.9","UML_NARWHAL_R2_B12","","","4_98"
"299","112023_BEL_CBC_T4_398_PSTR","Healthy","11_15_2024","3.08","UML_NARWHAL_R2_B12","","","4_79"
"300","112023_BEL_CBC_T4_399_MCAV","Healthy","11_15_2024","13.9","UML_NARWHAL_R2_B12","","","4_76"
"301","112023_BEL_CBC_T4_400_OFAV","Healthy","11_15_2024","47.8","UML_NARWHAL_R2_B12","","","4_78"
"302","112023_BEL_CBC_T4_401_MCAV","Healthy","11_15_2024","21.8","UML_NARWHAL_R2_B12","","","4_30"
"303","122022_BEL_CBC_T1_122_PSTR","Healthy","7_12_2024","9.58","UML_NARWHAL_R2_B26","8_6_2024","UML_NARWHAL_R6_B27","1_12"
"304","122022_BEL_CBC_T1_123_OANN","Healthy","7_16_2024","9.51","UML_NARWHAL_R2_B26","8_6_2024","UML_NARWHAL_R6_B27","1_25"
"305","122022_BEL_CBC_T1_150_PAST","Healthy","8_19_2024","5.72","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","9_28_2024","UML_NARWHAL_R6_B30","1_21"
"306","122022_BEL_CBC_T1_151_MCAV","Healthy","8_12_2024","0.218","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","1_24"
"307","122022_BEL_CBC_T1_152_PAST","Healthy","8_19_2024","1.16","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","9_28_2024","UML_NARWHAL_R6_B30","1_13"
"308","122022_BEL_CBC_T1_156_SSID","Healthy","12_2_2024","5.33","UML_NARWHAL_R2_B14","","","1_3"
"309","122022_BEL_CBC_T1_158_PAST","Healthy","8_19_2024","2.53","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","9_28_2024","UML_NARWHAL_R6_B30","1_2"
"310","122022_BEL_CBC_T2_100_PAST","Healthy","8_19_2024","15.6","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","9_28_2024","UML_NARWHAL_R6_B30","2_63"
"311","122022_BEL_CBC_T2_83_PAST","Healthy","9_11_2024","21.8","UML_NARWHAL_R2_B29","9_28_2024","UML_NARWHAL_R6_B30","2_57"
"312","122022_BEL_CBC_T2_86_MCAV","Healthy","8_12_2024","0.093","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","2_60"
"313","122022_BEL_CBC_T2_87_OFAV","Healthy","6_27_2023","62.2","UML_NARWHAL_R2_B3","10_11_23","UML_NARWHAL_R6_B1","2_79"
"314","122022_BEL_CBC_T2_88_MCAV","Healthy","8_12_2024","0.884","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","2_55"
"315","122022_BEL_CBC_T2_90_SSID","Healthy","12_4_2024","30.7","UML_NARWHAL_R2_B15","","","2_73"
"316","122022_BEL_CBC_T2_92_MCAV","Healthy","8_12_2024","0.166","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","2_69"
"317","122022_BEL_CBC_T2_93_OFAV","Healthy","6_27_2023","46.1","UML_NARWHAL_R2_B3","10_11_23","UML_NARWHAL_R6_B1","2_76"
"318","122022_BEL_CBC_T2_94_PAST","Healthy","9_11_2024","27.6","UML_NARWHAL_R2_B29","10_6_2024","UML_NARWHAL_R6_B30","2_68"
"319","122022_BEL_CBC_T2_96_SSID","Healthy","1_13_2025","12.1","UML_NARWHAL_R2_B15","","","2_72"
"320","122022_BEL_CBC_T3_116_PAST","Healthy","9_11_2024","30.9","UML_NARWHAL_R2_B29","10_6_2024","UML_NARWHAL_R6_B30","3_6"
"321","122022_BEL_CBC_T3_119_MCAV","Healthy","8_12_2024","0.388","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","3_2"
"322","122022_BEL_CBC_T3_120_SSID","Healthy","1_14_2025","11.8","UML_NARWHAL_R2_B15","","","3_5"
"323","122022_BEL_CBC_T3_121_OFAV","Healthy","6_22_2023","103.2","UML_NARWHAL_R2_B3","10_16_2023","UML_NARWHAL_R6_B1","3_38"
"324","122022_BEL_CBC_T3_123_PAST","Healthy","9_11_2024","2.67","UML_NARWHAL_R2_B29","10_16_2024","UML_NARWHAL_R6_B27","3_10"
"325","122022_BEL_CBC_T3_124_PAST","Healthy","9_11_2024","2.7","UML_NARWHAL_R2_B29","10_16_2024","UML_NARWHAL_R6_B27","3_34"
"326","122022_BEL_CBC_T3_126_SSID","Healthy","1_14_2025","61","UML_NARWHAL_R2_B15","","","3_33"
"327","122022_BEL_CBC_T3_127_OFAV","Healthy","6_22_2023","36.3","UML_NARWHAL_R2_B3","10_11_23","UML_NARWHAL_R6_B1","3_39"
"328","122022_BEL_CBC_T3_128_MCAV","Healthy","8_12_2024","1.07","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","3_21"
"329","122022_BEL_CBC_T3_141_PSTR","Healthy","7_12_2024","6.21","UML_NARWHAL_R2_B26","8_6_2024","UML_NARWHAL_R6_B27","3_20"
"330","122022_BEL_CBC_T3_142_MCAV","Healthy","8_12_2024","0.355","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","3_14"
"331","122022_BEL_CBC_T3_151_PSTR","Healthy","7_12_2024","10.8","UML_NARWHAL_R2_B26","8_6_2024","UML_NARWHAL_R6_B27","3_70"
"332","122022_BEL_CBC_T4_1_OFAV","Healthy","7_16_2024","44.7","UML_NARWHAL_R2_B26","8_6_2024","","4_78"
"333","122022_BEL_CBC_T4_11_MCAV","Healthy","8_12_2024","0.348","UML_NARWHAL_R2_B29","11_6_2024","UML_NARWHAL_R6_B27","4_30"
"334","122022_BEL_CBC_T4_3_MCAV","Healthy","8_12_2024","0.314","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","4_76"
"335","122022_BEL_CBC_T4_34_PSTR","Healthy","7_12_2024","3.99","UML_NARWHAL_R2_B26","10_16_2024","UML_NARWHAL_R6_B27","4_98"
"336","122022_BEL_CBC_T4_38_MCAV","Healthy","8_12_2024","3.1","UML_NARWHAL_R2_B26","10_6_2024","UML_NARWHAL_R6_B30","4_28"
"337","122022_BEL_CBC_T4_4_PSTR","Healthy","7_12_2024","7.07","UML_NARWHAL_R2_B26","8_6_2024","","4_79"
"338","122023_BEL_CBC_T1_506_PAST","Healthy","11_18_2024","3.44","UML_NARWHAL_R2_B13","","","1_2"
"339","122023_BEL_CBC_T1_507_PAST","Healthy","11_18_2024","1.58","UML_NARWHAL_R2_B13","","","1_21"
"340","122023_BEL_CBC_T1_508_SSID","Healthy","11_18_2024","15.7","UML_NARWHAL_R2_B13","","","1_3"
"341","122023_BEL_CBC_T1_509_MCAV","Healthy","11_18_2024","16.4","UML_NARWHAL_R2_B13","","","1_24"
"342","122023_BEL_CBC_T1_510_PSTR","Healthy","11_18_2024","57.8","UML_NARWHAL_R2_B13","","","1_12"
"343","122023_BEL_CBC_T1_511_OFAV/OANN","Healthy","11_18_2024","7.38","UML_NARWHAL_R2_B13","","","1_25"
"344","122023_BEL_CBC_T2_512_OFAV","Healthy","11_18_2024","28.4","UML_NARWHAL_R2_B13","","","2_76"
"345","122023_BEL_CBC_T2_513_SSID","Healthy","11_18_2024","18.8","UML_NARWHAL_R2_B13","","","2_73"
"346","122023_BEL_CBC_T2_514_SSID","Healthy","11_18_2024","25","UML_NARWHAL_R2_B13","","","2_72"
"347","122023_BEL_CBC_T2_515_PAST","Healthy","11_18_2024","9.86","UML_NARWHAL_R2_B13","","","2_68"
"348","122023_BEL_CBC_T2_516_MCAV","Healthy","11_18_2024","22.4","UML_NARWHAL_R2_B13","","","2_69"
"349","122023_BEL_CBC_T2_517_SSID","Healthy","11_18_2024","36.6","UML_NARWHAL_R2_B13","","","2_99"
"350","122023_BEL_CBC_T2_518_MCAV","Healthy","11_18_2024","18.8","UML_NARWHAL_R2_B13","","","2_55"
"351","122023_BEL_CBC_T2_519_PAST","Healthy","11_18_2024","14.4","UML_NARWHAL_R2_B13","","","2_63"
"352","122023_BEL_CBC_T2_520_PAST","Healthy","11_18_2024","5.98","UML_NARWHAL_R2_B13","","","2_57"
"353","122023_BEL_CBC_T2_521_OFAV","Healthy","11_18_2024","37.6","UML_NARWHAL_R2_B13","","","2_79"
"354","122023_BEL_CBC_T2_522_MCAV","Healthy","11_18_2024","17.3","UML_NARWHAL_R2_B13","","","2_60"
"355","122023_BEL_CBC_T3_479_PAST ","Healthy","11_19_2024","1.75","UML_NARWHAL_R2_B13","","","3_34"
"356","122023_BEL_CBC_T3_523_MCAV","Healthy","11_19_2024","33","UML_NARWHAL_R2_B13","","","3_2"
"357","122023_BEL_CBC_T3_524_OFAV","Healthy","11_19_2024","71.8","UML_NARWHAL_R2_B13","","","3_38"
"358","122023_BEL_CBC_T3_525_PAST","Healthy","11_19_2024","2.54","UML_NARWHAL_R2_B13","","","3_6"
"359","122023_BEL_CBC_T3_526_SSID","Healthy","11_19_2024","16.4","UML_NARWHAL_R2_B13","","","3_5"
"360","122023_BEL_CBC_T3_527_OFAV","Healthy","11_19_2024","16.1","UML_NARWHAL_R2_B13","","","3_66"
"361","122023_BEL_CBC_T3_528_PAST ","Healthy","11_19_2024","3.06","UML_NARWHAL_R2_B13","","","3_10"
"362","122023_BEL_CBC_T3_529_MCAV","Healthy","11_19_2024","34.8","UML_NARWHAL_R2_B13","","","3_14"
"363","122023_BEL_CBC_T3_530_PSTR","Healthy","11_19_2024","1.18","UML_NARWHAL_R2_B13","","","3_20"
"364","122023_BEL_CBC_T3_531_PSTR","Healthy","11_19_2024","16.8","UML_NARWHAL_R2_B13","","","3_70"
"365","122023_BEL_CBC_T3_532_MCAV","Healthy","11_19_2024","93.8","UML_NARWHAL_R2_B13","","","3_21"
"366","122023_BEL_CBC_T3_533_OFAV","Healthy","11_19_2024","51.2","UML_NARWHAL_R2_B13","","","3_39"
"367","122023_BEL_CBC_T3_534_SSID","Healthy","11_19_2024","28.4","UML_NARWHAL_R2_B13","","","3_33"
"368","122023_BEL_CBC_T4_535_MCAV","Healthy","11_19_2024","22.6","UML_NARWHAL_R2_B13","","","4_28"
"369","122023_BEL_CBC_T4_536_PSTR","Healthy","11_19_2024","25.2","UML_NARWHAL_R2_B13","","","4_98"
"370","122023_BEL_CBC_T4_537_PSTR","Healthy","11_19_2024","5.22","UML_NARWHAL_R2_B13","","","4_79"
"371","122023_BEL_CBC_T4_538_OFAV","Healthy","11_19_2024","17.7","UML_NARWHAL_R2_B13","","","4_78"
"372","122023_BEL_CBC_T4_539_MCAV","Healthy","11_19_2024","27.8","UML_NARWHAL_R2_B13","","","4_76"
"373","122023_BEL_CBC_T4_540_MCAV","Healthy","11_19_2024","49.8","UML_NARWHAL_R2_B13","","","4_30"
